,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
848,20040415,02:00:00,2.1527495439145166,899.25,218.81181619256017,2.0971049817277776,591.25,246.88125161959056,1242.75,113.07551523007129,1259.0,815.25,10.650000095367,62.324998855591,0.798782183704132
849,20040415,03:00:00,2.1527495439145166,889.25,218.81181619256017,1.6779019605578074,559.25,246.88125161959056,1330.75,113.07551523007129,1240.75,713.75,10.200000047684,63.199999809265,0.7865390235084969
850,20040415,04:00:00,2.1527495439145166,846.75,218.81181619256017,1.2908297370382815,526.5,246.88125161959056,1416.25,113.07551523007129,1216.0,682.0,10.474999904633,61.25,0.7760927856841726
851,20040415,05:00:00,2.1527495439145166,917.75,218.81181619256017,2.577932199377853,624.75,246.88125161959056,1255.0,113.07551523007129,1297.5,743.75,9.2999999523163,65.824998855591,0.7722291732044608
852,20040415,06:00:00,2.1527495439145166,1105.0,218.81181619256017,7.934977356048177,896.5,246.88125161959056,905.75,113.07551523007129,1510.25,1049.75,9.125,67.375,0.781354358297118
853,20040415,07:00:00,2.1527495439145166,1490.5,218.81181619256017,21.39570598678425,1334.75,246.88125161959056,624.75,113.07551523007129,2001.25,1522.0,10.200000047684,62.925001144409,0.7831165997430735
854,20040415,08:00:00,2.1527495439145166,1507.75,218.81181619256017,22.13969348822825,1354.75,246.88125161959056,608.75,113.07551523007129,2033.5,1623.0,11.599999904633,58.675000190735,0.7998904739207128
855,20040415,09:00:00,3.9,1489.25,536.0,19.061891730527954,1270.0,309.0,633.25,114.0,1888.5,1637.75,13.450000047684,53.375,0.8196274874931003
856,20040415,10:00:00,3.8,1451.25,481.0,17.313596427340947,1219.25,327.0,661.25,127.0,1803.75,1633.25,15.025000095367,49.27499961853,0.8363686290428675
857,20040415,11:00:00,3.8,1454.25,460.0,17.50807157143983,1225.0,299.0,660.5,135.0,1808.75,1654.25,17.050000190735,42.125,0.811962318001138
858,20040415,12:00:00,3.9,1392.25,597.0,16.985953329637045,1209.5,257.0,689.25,135.0,1791.75,1559.0,18.449999809265,36.900000572205,0.7758071745613868
859,20040415,13:00:00,3.5,1350.5,465.0,16.985953329637045,1209.5,195.0,708.75,120.0,1782.5,1374.0,19.250000476837,35.425000190735,0.7824125914576912
860,20040415,14:00:00,4.0,1417.5,542.0,19.476854677471454,1281.75,231.0,680.75,129.0,1890.0,1418.0,19.150000095367,35.650000572205,0.7825590044914627
861,20040415,15:00:00,3.0,1303.0,437.0,14.807148739274531,1142.5,170.0,748.25,114.0,1734.25,1228.25,21.474999904633,30.35000038147,0.7676936711072988
862,20040415,16:00:00,3.1,1292.25,383.0,13.96537920780899,1115.5,192.0,746.25,129.0,1676.0,1292.75,19.575000286102,34.64999961853,0.7807085332181773
863,20040415,17:00:00,5.2,1560.0,778.0,24.37774068147215,1413.25,251.0,593.5,149.0,2046.0,1642.25,19.60000038147,35.52499961853,0.8016505828230588
864,20040415,18:00:00,5.9,1765.0,926.0,28.143709162009053,1506.75,289.0,533.0,149.0,2270.75,1895.0,18.27499961853,44.14999961853,0.9182512323376868
865,20040415,19:00:00,7.3,1874.5,1189.0,33.74682003097595,1636.5,351.0,482.0,158.0,2445.75,2086.0,17.374999523163,47.75,0.9392059530635745
866,20040415,20:00:00,6.1,1746.25,824.0,24.192598971050693,1408.5,319.0,552.5,148.0,2119.25,1897.75,16.800000190735,49.775000572205,0.9445633932336593
867,20040415,21:00:00,4.6,1606.5,660.0,19.75263625123044,1289.5,264.0,587.25,134.0,1960.0,1758.0,16.200000286102,53.199999809265,0.9723463172921659
868,20040415,22:00:00,2.5,1277.0,203.0,9.31281843867851,951.5,144.0,802.25,111.0,1606.75,1284.0,14.875,59.050000190735,0.9928173750448173
869,20040415,23:00:00,2.2,1206.5,136.0,7.25246168751516,867.75,119.0,877.25,106.0,1532.25,1075.25,13.924999713898,64.0,1.0130378140898495
870,20040416,00:00:00,2.0,1208.5,114.0,7.136442302880105,862.75,120.0,881.75,108.0,1547.25,1084.25,13.674999952316,66.825000762939,1.0410223808857835
871,20040416,01:00:00,1.9,1188.5,110.0,6.714129541810949,844.25,96.0,886.75,93.0,1565.5,1048.75,13.449999809265,69.60000038147,1.068778877238928
872,20040416,02:00:00,1.6,1131.75,127.0,5.956122343665647,809.75,77.0,899.0,83.0,1532.0,1021.25,12.849999904633,71.949998855591,1.0631995473827536
873,20040416,03:00:00,1.0,974.25,68.0,2.729591596001178,634.75,246.88125161959056,1159.0,113.07551523007129,1387.0,778.0,12.900000095367,68.5,1.015473195216314
874,20040416,04:00:00,1.0,1032.75,70.0,3.5682865172598426,686.25,63.0,1029.5,69.0,1419.75,947.5,11.874999761581,74.800001144409,1.0380226469521954
875,20040416,05:00:00,1.2,1074.5,93.0,5.364484431415103,781.5,97.0,941.0,77.0,1504.75,988.0,11.599999904633,76.400001525879,1.041527622146106
876,20040416,06:00:00,2.0,1241.75,179.0,10.003313625263502,977.75,180.0,777.5,87.0,1685.5,1184.25,11.700000047684,75.250001907349,1.0325136027224888
877,20040416,07:00:00,4.5,1656.75,523.0,23.237670486817727,1383.75,352.0,579.0,109.0,2175.75,1600.25,12.75,71.02499961853,1.0428119031822976
878,20040416,08:00:00,4.1,1405.75,546.0,18.650744712052674,1258.25,279.0,636.0,116.0,1890.25,1494.75,13.799999952316,61.099999427795,0.9594583061115122
879,20040416,09:00:00,2.6,1149.75,251.0,9.863532129621102,972.5,186.0,827.25,105.0,1590.0,1187.75,15.300000190735,51.449999809265,0.8885905292255084
880,20040416,10:00:00,2.3,1184.25,222.0,10.150649865204098,983.25,169.0,822.5,106.0,1604.25,1165.5,16.624999761581,48.724999427795,0.914579411268493
881,20040416,11:00:00,2.6,1223.0,212.0,10.984293137716778,1013.75,172.0,780.75,108.0,1666.0,1218.5,17.624999523163,46.675001144409,0.9324404904535133
882,20040416,12:00:00,2.4,1195.5,263.0,10.50935982454703,996.5,127.0,802.0,100.0,1643.5,1128.0,19.249999523163,42.674999237061,0.9425392973304247
883,20040416,13:00:00,4.3,1559.25,535.0,18.93902281398212,1266.5,230.0,652.75,149.0,2046.5,1373.25,15.72500038147,62.525000572205,1.1091811926911568
884,20040416,14:00:00,4.6,1543.75,609.0,18.930259427115473,1266.25,280.0,612.5,148.0,2065.75,1415.25,14.5,75.675001144409,1.242450209594471
885,20040416,15:00:00,4.0,1485.3333333333,449.0,17.45160666197702,1223.3333333333,242.0,650.33333333333,126.0,1980.0,1302.0,14.433333396912,77.399998982747,1.2654048964232767
886,20040416,16:00:00,4.7,1498.0,536.0,17.66091504876288,1229.5,250.0,649.25,140.0,1962.5,1308.0,14.625000238419,74.875,1.2391028608801187
887,20040416,17:00:00,5.7,1593.25,743.0,22.999123584169165,1377.5,309.0,581.75,142.0,2158.75,1448.5,14.625,75.97500038147,1.257306696557672
888,20040416,18:00:00,5.2,1528.5,575.0,20.444779979264574,1308.75,270.0,626.75,141.0,2083.25,1384.75,14.049999952316,76.25,1.216587393481297
889,20040416,19:00:00,6.4,1689.0,783.0,26.80857133459717,1474.25,323.0,560.0,149.0,2298.25,1491.75,13.875,77.97500038147,1.2303172769585382
890,20040416,20:00:00,6.0,1535.25,706.0,19.9493542369401,1295.0,307.0,627.25,140.0,2038.75,1379.5,13.775000095367,78.0,1.222888856820215
891,20040416,21:00:00,3.4,1303.75,299.0,12.513760440386402,1067.25,224.0,736.75,117.0,1811.0,1166.75,13.5,79.350002288818,1.2224008181061226
892,20040416,22:00:00,2.7,1234.5,159.0,9.606166402460243,962.75,166.0,803.0,103.0,1679.5,1094.75,13.075000047684,80.14999961853,1.2015897457661129
893,20040416,23:00:00,3.1,1281.25,171.0,9.969956267880697,976.5,171.0,794.25,99.0,1695.25,1104.5,12.775000095367,81.02499961853,1.1915472720137008
894,20040417,00:00:00,2.6,1167.0,162.0,8.117313840167903,904.0,169.0,845.5,100.0,1627.25,1051.0,12.725000143051,80.625,1.181862227181663
895,20040417,01:00:00,2.2,1133.75,111.0,7.136442302880105,862.75,120.0,868.5,88.0,1598.75,1009.0,12.525000095367,81.799999237061,1.1837638563882131
896,20040417,02:00:00,1.9,1099.75,134.0,6.37429750967153,829.0,103.0,886.75,83.0,1564.75,971.75,12.650000095367,81.224998474121,1.1849315050835767
897,20040417,03:00:00,2.1527495439145166,1056.75,218.81181619256017,5.091118475893959,768.0,246.88125161959056,958.25,113.07551523007129,1527.25,883.75,12.424999713898,82.39999961853,1.1847954178579692
898,20040417,04:00:00,2.1527495439145166,901.5,218.81181619256017,2.995843171964047,651.75,246.88125161959056,1157.75,113.07551523007129,1437.25,661.25,12.600000143051,79.900001525879,1.1618604996280704
899,20040417,05:00:00,2.1527495439145166,981.75,218.81181619256017,4.238247947117017,723.75,246.88125161959056,1055.0,113.07551523007129,1507.5,773.75,12.775000095367,79.974998474121,1.1761060377635042
900,20040417,06:00:00,2.1527495439145166,996.75,218.81181619256017,5.101134317941586,768.5,246.88125161959056,1001.75,113.07551523007129,1523.5,868.25,12.575000047684,79.875,1.1596307316606675
901,20040417,07:00:00,2.1527495439145166,1141.0,218.81181619256017,8.074610745890912,902.25,246.88125161959056,904.75,113.07551523007129,1672.25,965.25,12.549999952316,79.600002288818,1.1537811744423732
902,20040417,08:00:00,2.1527495439145166,1163.25,218.81181619256017,8.756718181342892,929.75,246.88125161959056,848.5,113.07551523007129,1691.25,985.25,12.75,80.800001144409,1.1863316215851163
903,20040417,09:00:00,2.1527495439145166,1106.5,218.81181619256017,7.153794346007262,863.5,246.88125161959056,911.25,113.07551523007129,1604.25,963.25,13.450000047684,78.125,1.1996889453938822
904,20040417,10:00:00,2.1527495439145166,1227.75,218.81181619256017,9.24815729916871,949.0,246.88125161959056,837.5,113.07551523007129,1705.75,1068.75,14.575000286102,74.85000038147,1.2347672659335645
905,20040417,11:00:00,2.1527495439145166,1033.0,218.81181619256017,5.956122343665647,809.75,246.88125161959056,968.75,113.07551523007129,1526.25,863.5,16.825000286102,61.025001525879,1.1598605487813534
906,20040417,12:00:00,2.1527495439145166,983.5,218.81181619256017,4.981498720332963,762.5,246.88125161959056,1053.75,113.07551523007129,1472.0,641.25,18.800000190735,50.125,1.0768571853152642
907,20040417,13:00:00,2.1527495439145166,1066.25,218.81181619256017,7.522326710746406,879.25,246.88125161959056,938.75,113.07551523007129,1535.75,739.5,19.325000286102,47.074999809265,1.044519132241906
908,20040417,14:00:00,2.1527495439145166,926.0,218.81181619256017,3.93741727766051,707.25,246.88125161959056,1130.25,113.07551523007129,1428.75,531.5,19.25,46.625,1.029780827434723
909,20040417,15:00:00,2.1527495439145166,978.5,218.81181619256017,5.01129410974165,764.0,246.88125161959056,1054.25,113.07551523007129,1461.5,572.0,19.700000286102,44.39999961853,1.0080781517305866
910,20040417,16:00:00,2.1527495439145166,992.5,218.81181619256017,5.390103939543701,782.75,246.88125161959056,1032.75,113.07551523007129,1482.0,629.5,19.349999904633,45.724999427795,1.0161229149517066
911,20040417,17:00:00,2.1527495439145166,969.75,218.81181619256017,4.996386946200936,763.25,246.88125161959056,1042.75,113.07551523007129,1462.0,607.5,17.900000095367,49.875,1.0135159106339777
912,20040417,18:00:00,2.1527495439145166,997.0,218.81181619256017,5.498273509057063,788.0,246.88125161959056,1014.0,113.07551523007129,1481.5,644.25,16.925000190735,53.224999427795,1.0179466675567828
913,20040417,19:00:00,2.1527495439145166,1096.75,218.81181619256017,7.820412173392475,891.75,246.88125161959056,908.5,113.07551523007129,1594.25,833.0,16.075000286102,55.97500038147,1.0150721345975369
914,20040417,20:00:00,2.1527495439145166,1105.25,218.81181619256017,8.203007924916658,907.5,246.88125161959056,899.75,113.07551523007129,1566.25,923.25,16.549999713898,52.77499961853,0.9859621366461083
915,20040417,21:00:00,2.1527495439145166,992.75,218.81181619256017,5.272685493817855,777.0,246.88125161959056,1022.0,113.07551523007129,1481.5,790.0,16.875,51.10000038147,0.9742598367184955
916,20040417,22:00:00,2.1527495439145166,1135.75,218.81181619256017,7.916840904491177,895.75,246.88125161959056,918.75,113.07551523007129,1622.75,960.5,16.974999904633,50.825000762939,0.9750833405169115
917,20040417,23:00:00,2.1527495439145166,1296.75,218.81181619256017,10.687269183772557,1003.0,246.88125161959056,797.5,113.07551523007129,1700.25,1176.75,16.89999961853,54.75,1.0454801627433985
918,20040418,00:00:00,2.1527495439145166,1110.25,218.81181619256017,6.946757178144978,854.5,246.88125161959056,897.0,113.07551523007129,1568.25,943.25,16.25,57.22500038147,1.0491967385492857
919,20040418,01:00:00,2.1527495439145166,1026.5,218.81181619256017,6.31930644980548,826.5,246.88125161959056,941.5,113.07551523007129,1528.5,742.0,16.025000333786,56.22500038147,1.016409760795191
920,20040418,02:00:00,2.1527495439145166,1024.25,218.81181619256017,5.638692720437387,794.75,246.88125161959056,982.25,113.07551523007129,1501.25,704.75,15.625,60.22500038147,1.0616750723103656
921,20040418,03:00:00,2.1527495439145166,991.75,218.81181619256017,5.390103939543701,782.75,246.88125161959056,988.0,113.07551523007129,1526.75,662.5,14.625,68.174999237061,1.1282248456490565
922,20040418,04:00:00,2.1527495439145166,928.5,218.81181619256017,3.1901107029667854,663.75,246.88125161959056,1143.75,113.07551523007129,1448.75,536.25,14.275000095367,69.550001144409,1.1256853665307422
923,20040418,05:00:00,2.1527495439145166,891.75,218.81181619256017,1.9352447455465327,579.25,246.88125161959056,1308.5,113.07551523007129,1396.0,441.25,13.824999809265,71.925001144409,1.131246304038016
924,20040418,06:00:00,2.1527495439145166,895.25,218.81181619256017,2.3394161950867094,608.5,246.88125161959056,1267.75,113.07551523007129,1410.25,477.0,13.774999856949,72.72500038147,1.1401870670024221
925,20040418,07:00:00,2.1527495439145166,915.25,218.81181619256017,2.3935811648585816,612.25,246.88125161959056,1266.0,113.07551523007129,1411.0,506.0,14.174999952316,72.325000762939,1.1631793275436344
926,20040418,08:00:00,2.1527495439145166,947.25,218.81181619256017,2.9480911901525007,648.75,246.88125161959056,1154.25,113.07551523007129,1458.75,608.0,14.474999904633,72.89999961853,1.1949918117472564
927,20040418,09:00:00,2.1527495439145166,1031.5,218.81181619256017,4.192061415723198,721.25,246.88125161959056,1052.0,113.07551523007129,1545.5,663.0,14.225000143051,75.625,1.2201260090445576
928,20040418,10:00:00,2.1527495439145166,1218.5,218.81181619256017,6.810174913240995,848.5,246.88125161959056,900.75,113.07551523007129,1664.0,912.25,14.525000095367,77.200000762939,1.2695005587158747
929,20040418,11:00:00,2.1527495439145166,1216.5,218.81181619256017,7.26993335753569,868.5,246.88125161959056,872.75,113.07551523007129,1660.25,963.25,14.875,74.52499961853,1.2530010881878715
930,20040418,12:00:00,2.1527495439145166,1096.5,218.81181619256017,5.303210072458306,778.5,246.88125161959056,980.25,113.07551523007129,1565.25,802.5,15.5,67.35000038147,1.1779647095368038
931,20040418,13:00:00,2.1527495439145166,937.75,218.81181619256017,3.360150939895025,674.0,246.88125161959056,1136.25,113.07551523007129,1432.75,563.75,16.674999713898,56.0,1.054424291839136
932,20040418,14:00:00,2.1527495439145166,943.5,218.81181619256017,3.402194127528105,676.5,246.88125161959056,1139.5,113.07551523007129,1435.75,500.5,17.074999332428,55.549999237061,1.072400394171009
933,20040418,15:00:00,2.1527495439145166,1138.5,218.81181619256017,6.7762101436194015,847.0,246.88125161959056,928.5,113.07551523007129,1603.75,700.5,16.225000143051,62.400000572205,1.1422860887945798
934,20040418,16:00:00,2.1527495439145166,1163.25,218.81181619256017,7.044201699807389,858.75,246.88125161959056,920.75,113.07551523007129,1603.25,782.5,17.35000038147,58.900000572205,1.1567172469236084
935,20040418,17:00:00,2.1527495439145166,1157.25,218.81181619256017,7.664791387485363,885.25,246.88125161959056,916.25,113.07551523007129,1590.25,783.75,17.450000286102,54.64999961853,1.0799500338137105
936,20040418,18:00:00,2.1527495439145166,1154.25,218.81181619256017,8.49349569485124,919.25,246.88125161959056,876.0,113.07551523007129,1622.75,860.75,17.474999904633,54.175000190735,1.0722289208825264
937,20040418,19:00:00,2.1527495439145166,1341.5,218.81181619256017,13.537199103668305,1101.5,246.88125161959056,744.0,113.07551523007129,1824.0,1156.25,17.049999713898,55.10000038147,1.0620563252541582
938,20040418,20:00:00,2.1527495439145166,1178.0,218.81181619256017,9.2417017512885,948.75,246.88125161959056,846.75,113.07551523007129,1652.75,1046.75,16.35000038147,57.824999809265,1.0668637311061548
939,20040418,21:00:00,2.1527495439145166,1151.5,218.81181619256017,8.656039174931239,925.75,246.88125161959056,853.5,113.07551523007129,1668.75,1033.75,15.775000095367,60.375000953674,1.0744153689145077
940,20040418,22:00:00,2.1527495439145166,1078.0,218.81181619256017,6.629867075396747,840.5,246.88125161959056,920.25,113.07551523007129,1594.75,962.0,15.500000238419,63.299999237061,1.1071294122217068
941,20040418,23:00:00,2.1527495439145166,1167.0,218.81181619256017,9.145099271304806,945.0,246.88125161959056,826.0,113.07551523007129,1702.25,1099.75,15.0,65.174999237061,1.1044994296265531
942,20040419,00:00:00,2.1527495439145166,1110.5,218.81181619256017,7.772386848630005,889.75,246.88125161959056,870.5,113.07551523007129,1658.25,1047.25,14.5,67.325000762939,1.1053579127040625
943,20040419,01:00:00,2.1527495439145166,988.25,218.81181619256017,4.210510136054915,722.25,246.88125161959056,1029.0,113.07551523007129,1499.5,873.75,14.099999904633,70.125001907349,1.1224283188074344
944,20040419,02:00:00,2.1527495439145166,917.25,218.81181619256017,3.402194127528105,676.5,246.88125161959056,1102.5,113.07551523007129,1493.75,747.25,13.799999713898,73.349998474121,1.151821029103323
945,20040419,03:00:00,2.1527495439145166,850.0,218.81181619256017,1.709211807868079,561.75,246.88125161959056,1275.0,113.07551523007129,1406.75,589.0,13.050000190735,78.27499961853,1.1716009968267178
946,20040419,04:00:00,2.1527495439145166,884.75,218.81181619256017,2.069743918068734,589.25,246.88125161959056,1238.25,113.07551523007129,1442.5,635.0,13.0,78.174999237061,1.1663586236133971
947,20040419,05:00:00,2.1527495439145166,888.0,218.81181619256017,2.1696551760690563,596.5,246.88125161959056,1242.25,113.07551523007129,1427.75,670.5,14.25,70.10000038147,1.1327854581992625
948,20040419,06:00:00,2.1527495439145166,1100.6666666667,218.81181619256017,6.882115916201536,851.66666666667,246.88125161959056,912.66666666667,113.07551523007129,1654.6666666667,991.66666666667,14.033333142598,70.933331807454,1.1305582848524454
949,20040419,07:00:00,2.1527495439145166,1398.5,218.81181619256017,16.511899715390346,1195.25,246.88125161959056,680.25,113.07551523007129,1975.5,1308.0,15.350000143051,64.199999809265,1.1122992272838086
950,20040419,08:00:00,2.1527495439145166,1324.5,218.81181619256017,18.711737053885297,1260.0,246.88125161959056,651.75,113.07551523007129,1968.75,1303.0,16.549999713898,57.949999809265,1.0826434115316053
951,20040419,09:00:00,2.1527495439145166,1058.25,218.81181619256017,8.53088910572999,920.75,246.88125161959056,875.75,113.07551523007129,1593.5,893.25,18.824999809265,47.97500038147,1.0322563806258476
952,20040419,10:00:00,2.1527495439145166,989.75,218.81181619256017,6.759254914852198,846.25,246.88125161959056,946.75,113.07551523007129,1502.75,714.75,19.500000476837,43.275000572205,0.9705682692989186
953,20040419,11:00:00,2.1527495439145166,1018.0,218.81181619256017,7.522326710746406,879.25,246.88125161959056,949.5,113.07551523007129,1573.5,684.5,18.5,45.549999237061,0.9606311100858556
954,20040419,12:00:00,2.1527495439145166,1105.25,218.81181619256017,10.880285962841752,1010.0,246.88125161959056,810.5,113.07551523007129,1708.5,946.5,18.025000095367,46.72500038147,0.9568875817412972
955,20040419,13:00:00,2.1527495439145166,1194.0,218.81181619256017,13.385657033345838,1096.5,246.88125161959056,742.75,113.07551523007129,1846.5,1049.25,16.475000143051,58.150000572205,1.0812922732862165
956,20040419,14:00:00,2.1527495439145166,1088.0,218.81181619256017,7.8504920260883315,893.0,246.88125161959056,891.5,113.07551523007129,1565.0,741.0,12.125,75.60000038147,1.0662016953223419
957,20040419,15:00:00,2.1527495439145166,1084.0,218.81181619256017,8.845219157196645,933.25,246.88125161959056,871.75,113.07551523007129,1602.25,801.0,11.100000143051,75.575000762939,0.997393909488627
958,20040419,16:00:00,2.1527495439145166,1206.5,218.81181619256017,11.482303983542511,1031.5,246.88125161959056,797.25,113.07551523007129,1700.75,969.25,10.475000143051,79.049999237061,1.0016348583038723
959,20040419,17:00:00,2.1527495439145166,1186.25,218.81181619256017,11.767009701937964,1041.5,246.88125161959056,807.5,113.07551523007129,1684.25,1037.75,9.9500002861023,80.47500038147,0.9852720324336088
960,20040419,18:00:00,2.1527495439145166,1052.5,218.81181619256017,8.28292428644746,910.75,246.88125161959056,916.25,113.07551523007129,1528.0,888.5,11.25,70.450000762939,0.9388612576108157
961,20040419,19:00:00,2.1527495439145166,1031.5,218.81181619256017,7.886652812465704,894.5,246.88125161959056,920.75,113.07551523007129,1507.75,879.25,10.700000047684,71.524997711182,0.9196859279856022
962,20040419,20:00:00,2.1527495439145166,988.5,218.81181619256017,6.747961491337765,845.75,246.88125161959056,960.0,113.07551523007129,1475.5,846.25,9.875,73.950000762939,0.900945419316484
963,20040419,21:00:00,2.1527495439145166,930.0,218.81181619256017,4.639503189352514,745.0,246.88125161959056,1084.75,113.07551523007129,1390.75,712.25,10.775000095367,68.150001525879,0.880582447313318
964,20040419,22:00:00,2.1527495439145166,951.25,218.81181619256017,5.046151091189926,765.75,246.88125161959056,1055.5,113.07551523007129,1431.0,746.75,10.150000095367,73.97500038147,0.9176299333434057
965,20040419,23:00:00,2.1527495439145166,985.25,218.81181619256017,5.333809739533331,780.0,246.88125161959056,1017.0,113.07551523007129,1443.75,790.75,10.100000143051,77.47500038147,0.9579064096487929
966,20040420,00:00:00,2.1527495439145166,936.75,218.81181619256017,3.861463962633157,703.0,246.88125161959056,1135.75,113.07551523007129,1376.75,636.75,9.9249999523163,77.699998855591,0.949739883427715
967,20040420,01:00:00,2.1527495439145166,886.75,218.81181619256017,2.9362043355061673,648.0,246.88125161959056,1222.25,113.07551523007129,1356.75,552.5,9.4999997615814,80.200000762939,0.9533302114178589
968,20040420,02:00:00,2.1527495439145166,806.0,218.81181619256017,1.4952565950446082,544.25,246.88125161959056,1429.25,113.07551523007129,1289.5,448.75,9.5250000953674,79.700000762939,0.948944811846442
969,20040420,03:00:00,2.1527495439145166,770.5,218.81181619256017,0.8405936232001463,482.5,246.88125161959056,1587.25,113.07551523007129,1276.75,484.5,9.6750001907349,78.89999961853,0.9487216345844814
970,20040420,04:00:00,2.1527495439145166,801.5,218.81181619256017,1.2029098055921177,518.5,246.88125161959056,1523.25,113.07551523007129,1314.75,540.25,9.75,80.025001525879,0.9669975448468981
971,20040420,05:00:00,2.1527495439145166,877.5,218.81181619256017,2.8770775169892318,644.25,246.88125161959056,1260.25,113.07551523007129,1410.0,685.0,10.025000095367,79.649997711182,0.9799742394637809
972,20040420,06:00:00,2.1527495439145166,1069.5,218.81181619256017,7.617176567782048,883.25,246.88125161959056,942.0,113.07551523007129,1624.5,925.25,10.275000095367,79.375,0.9926974398523166
973,20040420,07:00:00,2.1527495439145166,1430.0,218.81181619256017,20.717193269684454,1316.25,246.88125161959056,638.25,113.07551523007129,2069.25,1382.0,10.975000143051,77.424999237061,1.0135374241877264
974,20040420,08:00:00,2.1527495439145166,1564.5,218.81181619256017,29.920569946061534,1549.0,246.88125161959056,539.75,113.07551523007129,2395.5,1645.25,12.349999904633,69.22500038147,0.9905607959770883
975,20040420,09:00:00,2.1527495439145166,1364.5,218.81181619256017,20.092943564494178,1299.0,246.88125161959056,637.25,113.07551523007129,1999.25,1514.0,14.524999856949,60.425001144409,0.993647290085336
976,20040420,10:00:00,2.1527495439145166,1348.25,218.81181619256017,17.136841596899675,1214.0,246.88125161959056,678.0,113.07551523007129,1874.25,1508.75,16.049999713898,56.25,1.0184592332178124
977,20040420,11:00:00,2.1527495439145166,1311.25,218.81181619256017,19.379394296492997,1279.0,246.88125161959056,647.5,113.07551523007129,1990.5,1519.5,18.14999961853,51.125000953674,1.0551300098920822
978,20040420,12:00:00,2.1527495439145166,1302.25,218.81181619256017,18.69430200789783,1259.5,246.88125161959056,658.0,113.07551523007129,1969.75,1471.25,22.97500038147,37.525000572205,1.0388678356609715
979,20040420,13:00:00,2.1527495439145166,1249.5,218.81181619256017,15.775075020535567,1172.75,246.88125161959056,719.75,113.07551523007129,1869.5,1282.0,21.800000190735,39.574999809265,1.0208915734982884
980,20040420,14:00:00,2.1527495439145166,1082.75,218.81181619256017,10.265129061124828,987.5,246.88125161959056,859.0,113.07551523007129,1643.25,1004.0,21.949999809265,37.200000762939,0.9683491085459609
981,20040420,15:00:00,2.1527495439145166,1004.5,218.81181619256017,7.880621095138315,894.25,246.88125161959056,956.0,113.07551523007129,1530.25,713.75,23.799999713898,31.399999141693,0.9132001038008314
982,20040420,16:00:00,2.1527495439145166,1129.0,218.81181619256017,13.704734690088378,1107.0,246.88125161959056,843.5,113.07551523007129,1742.0,940.25,25.875,26.900000095367,0.8844687017539941
983,20040420,17:00:00,2.1527495439145166,1327.25,218.81181619256017,19.743714277046415,1289.25,246.88125161959056,711.5,113.07551523007129,1937.5,1272.0,25.849999904633,29.875000476837,0.9808450756733781
984,20040420,18:00:00,2.1527495439145166,1427.5,218.81181619256017,25.32237576440522,1437.25,246.88125161959056,599.25,113.07551523007129,2156.0,1525.5,22.599999904633,39.450000762939,1.0678772217040424
985,20040420,19:00:00,2.1527495439145166,1425.5,218.81181619256017,23.853125045880887,1399.75,246.88125161959056,612.0,113.07551523007129,2102.0,1488.0,19.925000190735,45.025000572205,1.0364390962100705
986,20040420,20:00:00,2.1527495439145166,1310.25,218.81181619256017,20.589875771644458,1312.75,246.88125161959056,662.75,113.07551523007129,1958.25,1474.5,17.924999713898,47.449999809265,0.9657325881349651
987,20040420,21:00:00,2.1527495439145166,1113.75,218.81181619256017,12.265095664334828,1058.75,246.88125161959056,791.5,113.07551523007129,1704.0,1181.75,16.775000095367,50.375000953674,0.9544576122301303
988,20040420,22:00:00,2.1527495439145166,990.75,218.81181619256017,7.748421496443901,888.75,246.88125161959056,931.5,113.07551523007129,1549.75,932.5,15.974999904633,52.025000572205,0.9375350828405465
989,20040420,23:00:00,2.1527495439145166,1089.25,218.81181619256017,9.016969786956228,940.0,246.88125161959056,865.75,113.07551523007129,1589.0,1000.75,14.199999809265,59.099999427795,0.9519985632726736
990,20040421,00:00:00,2.1527495439145166,911.25,218.81181619256017,4.538932154052378,739.75,246.88125161959056,1070.75,113.07551523007129,1411.75,755.75,14.174999952316,56.650000572205,0.9110834272495383
991,20040421,01:00:00,2.1527495439145166,1004.5,218.81181619256017,5.780618799798874,801.5,246.88125161959056,975.5,113.07551523007129,1474.0,951.5,12.249999761581,67.700000762939,0.9625156478154698
992,20040421,02:00:00,2.1527495439145166,862.75,218.81181619256017,3.1860104697339593,663.5,246.88125161959056,1172.25,113.07551523007129,1381.0,807.5,13.200000047684,61.72500038147,0.9328077345756661
993,20040421,03:00:00,2.1527495439145166,856.5,218.81181619256017,3.0158363034358335,653.0,246.88125161959056,1196.75,113.07551523007129,1375.25,779.0,10.899999856949,71.0,0.9249056766136103
994,20040421,04:00:00,2.1527495439145166,803.5,218.81181619256017,2.012111170985982,585.0,246.88125161959056,1301.0,113.07551523007129,1318.5,716.5,11.299999952316,67.600001335144,0.9038091830204547
995,20040421,05:00:00,2.1527495439145166,870.75,218.81181619256017,3.7027089847837953,694.0,246.88125161959056,1159.5,113.07551523007129,1420.5,779.0,10.100000143051,71.824998855591,0.8880493893258941
996,20040421,06:00:00,2.1527495439145166,1034.5,218.81181619256017,8.73150190350893,928.75,246.88125161959056,886.5,113.07551523007129,1598.75,1008.5,10.225000143051,70.925001144409,0.8841229526158089
